time_s,Tj_K,Zth_KW
0.0702,309.8440,0.492200
0.0703,309.8460,0.492300
0.0704,309.8480,0.492400
0.0705,309.8500,0.492500
0.0706,309.8520,0.492600
0.0707,309.8540,0.492700
0.0708,309.8560,0.492800
0.0709,309.8580,0.492900
0.0710,309.8600,0.493000
0.0711,309.8620,0.493100
0.0712,309.8630,0.493150
0.0713,309.8650,0.493250
0.0714,309.8670,0.493350
0.0715,309.8690,0.493450
0.0716,309.8710,0.493550
0.0717,309.8730,0.493650
0.0718,309.8750,0.493750
0.0719,309.8770,0.493850
0.0720,309.8780,0.493900
0.0721,309.8800,0.494000
0.0722,309.8820,0.494100
0.0723,309.8840,0.494200
0.0724,309.8860,0.494300
0.0725,309.8880,0.494400
0.0726,309.8890,0.494450
0.0727,309.8910,0.494550
0.0728,309.8930,0.494650
0.0729,309.8950,0.494750
0.0730,309.8970,0.494850
0.0731,309.8990,0.494950
0.0732,309.9000,0.495000
0.0733,309.9020,0.495100
0.0734,309.9040,0.495200
0.0735,309.9060,0.495300
0.0736,309.9080,0.495400
0.0737,309.9090,0.495450
0.0738,309.9110,0.495550
0.0739,309.9130,0.495650
0.0740,309.9150,0.495750
0.0741,309.9170,0.495850
0.0742,309.9180,0.495900
0.0743,309.9200,0.496000
0.0744,309.9220,0.496100
0.0745,309.9240,0.496200
0.0746,309.9260,0.496300
0.0747,309.9270,0.496350
0.0748,309.9290,0.496450
0.0749,309.9310,0.496550
0.0750,309.9330,0.496650
0.0751,309.9340,0.496700
0.0752,309.9360,0.496800
0.0753,309.9380,0.496900
0.0754,309.9400,0.497000
0.0755,309.9410,0.497050
0.0756,309.9430,0.497150
0.0757,309.9450,0.497250
0.0758,309.9460,0.497300
0.0759,309.9480,0.497400
0.0760,309.9500,0.497500
0.0761,309.9520,0.497600
0.0762,309.9530,0.497650
0.0763,309.9550,0.497750
0.0764,309.9570,0.497850
0.0765,309.9580,0.497900
0.0766,309.9600,0.498000
0.0767,309.9620,0.498100
0.0768,309.9640,0.498200
0.0769,309.9650,0.498250
0.0770,309.9670,0.498350
0.0771,309.9690,0.498450
0.0772,309.9700,0.498500
0.0773,309.9720,0.498600
0.0774,309.9740,0.498700
0.0775,309.9750,0.498750
0.0776,309.9770,0.498850
0.0777,309.9790,0.498950
0.0778,309.9800,0.499000
0.0779,309.9820,0.499100
0.0780,309.9840,0.499200
0.0781,309.9850,0.499250
0.0782,309.9870,0.499350
0.0783,309.9890,0.499450
0.0784,309.9900,0.499500
0.0785,309.9920,0.499600
0.0786,309.9930,0.499650
0.0787,309.9950,0.499750
0.0788,309.9970,0.499850
0.0789,309.9980,0.499900
0.0790,310.0000,0.500000
0.0791,310.0020,0.500100
0.0792,310.0030,0.500150
0.0793,310.0050,0.500250
0.0794,310.0060,0.500300
0.0795,310.0080,0.500400
0.0796,310.0100,0.500500
0.0797,310.0110,0.500550
0.0798,310.0130,0.500650
0.0799,310.0140,0.500700
0.0800,310.0160,0.500800
0.0801,310.0180,0.500900
0.0802,310.0190,0.500950
0.0803,310.0210,0.501050
0.0804,310.0220,0.501100
0.0805,310.0240,0.501200
0.0806,310.0260,0.501300
0.0807,310.0270,0.501350
0.0808,310.0290,0.501450
0.0809,310.0300,0.501500
0.0810,310.0320,0.501600
0.0811,310.0340,0.501700
0.0812,310.0350,0.501750
0.0813,310.0370,0.501850
0.0814,310.0380,0.501900
0.0815,310.0400,0.502000
0.0816,310.0410,0.502050
0.0817,310.0430,0.502150
0.0818,310.0440,0.502200
0.0819,310.0460,0.502300
0.0820,310.0470,0.502350
0.0821,310.0490,0.502450
0.0822,310.0510,0.502550
0.0823,310.0520,0.502600
0.0824,310.0540,0.502700
0.0825,310.0550,0.502750
0.0826,310.0570,0.502850
0.0827,310.0580,0.502900
0.0828,310.0600,0.503000
0.0829,310.0610,0.503050
0.0830,310.0630,0.503150
0.0831,310.0640,0.503200
0.0832,310.0660,0.503300
0.0833,310.0670,0.503350
0.0834,310.0690,0.503450
0.0835,310.0700,0.503500
0.0836,310.0720,0.503600
0.0837,310.0730,0.503650
0.0838,310.0750,0.503750
0.0839,310.0760,0.503800
0.0840,310.0780,0.503900
0.0841,310.0790,0.503950
0.0842,310.0810,0.504050
0.0843,310.0820,0.504100
0.0844,310.0840,0.504200
0.0845,310.0850,0.504250
0.0846,310.0870,0.504350
0.0847,310.0880,0.504400
0.0848,310.0900,0.504500
0.0849,310.0910,0.504550
0.0850,310.0920,0.504600
0.0851,310.0940,0.504700
0.0852,310.0950,0.504750
0.0853,310.0970,0.504850
0.0854,310.0980,0.504900
0.0855,310.1000,0.505000
0.0856,310.1010,0.505050
0.0857,310.1030,0.505150
0.0858,310.1040,0.505200
0.0859,310.1060,0.505300
0.0860,310.1070,0.505350
0.0861,310.1080,0.505400
0.0862,310.1100,0.505500
0.0863,310.1110,0.505550
0.0864,310.1130,0.505650
0.0865,310.1140,0.505700
0.0866,310.1160,0.505800
0.0867,310.1170,0.505850
0.0868,310.1180,0.505900
0.0869,310.1200,0.506000
0.0870,310.1210,0.506050
0.0871,310.1230,0.506150
0.0872,310.1240,0.506200
0.0873,310.1260,0.506300
0.0874,310.1270,0.506350
0.0875,310.1280,0.506400
0.0876,310.1300,0.506500
0.0877,310.1310,0.506550
0.0878,310.1330,0.506650
0.0879,310.1340,0.506700
0.0880,310.1350,0.506750
0.0881,310.1370,0.506850
0.0882,310.1380,0.506900
0.0883,310.1400,0.507000
0.0884,310.1410,0.507050
0.0885,310.1420,0.507100
0.0886,310.1440,0.507200
0.0887,310.1450,0.507250
0.0888,310.1460,0.507300
