time_s,Tj_K,Zth_KW
0.0848,315.1860,0.759300
0.0849,315.1910,0.759550
0.0850,315.1950,0.759750
0.0851,315.2000,0.760000
0.0852,315.2050,0.760250
0.0853,315.2090,0.760450
0.0854,315.2140,0.760700
0.0855,315.2180,0.760900
0.0856,315.2230,0.761150
0.0857,315.2270,0.761350
0.0858,315.2320,0.761600
0.0859,315.2360,0.761800
0.0860,315.2410,0.762050
0.0861,315.2450,0.762250
0.0862,315.2500,0.762500
0.0863,315.2540,0.762700
0.0864,315.2590,0.762950
0.0865,315.2630,0.763150
0.0866,315.2680,0.763400
0.0867,315.2720,0.763600
0.0868,315.2770,0.763850
0.0869,315.2810,0.764050
0.0870,315.2850,0.764250
0.0871,315.2900,0.764500
0.0872,315.2940,0.764700
0.0873,315.2990,0.764950
0.0874,315.3030,0.765150
0.0875,315.3070,0.765350
0.0876,315.3120,0.765600
0.0877,315.3160,0.765800
0.0878,315.3200,0.766000
0.0879,315.3250,0.766250
0.0880,315.3290,0.766450
0.0881,315.3340,0.766700
0.0882,315.3380,0.766900
0.0883,315.3420,0.767100
0.0884,315.3470,0.767350
0.0885,315.3510,0.767550
0.0886,315.3550,0.767750
0.0887,315.3590,0.767950
0.0888,315.3640,0.768200
0.0889,315.3680,0.768400
0.0890,315.3720,0.768600
0.0891,315.3770,0.768850
0.0892,315.3810,0.769050
0.0893,315.3850,0.769250
0.0894,315.3890,0.769450
0.0895,315.3930,0.769650
0.0896,315.3980,0.769900
0.0897,315.4020,0.770100
0.0898,315.4060,0.770300
0.0899,315.4100,0.770500
0.0900,315.4140,0.770700
0.0901,315.4190,0.770950
0.0902,315.4230,0.771150
0.0903,315.4270,0.771350
0.0904,315.4310,0.771550
0.0905,315.4350,0.771750
0.0906,315.4390,0.771950
0.0907,315.4430,0.772150
0.0908,315.4480,0.772400
0.0909,315.4520,0.772600
0.0910,315.4560,0.772800
0.0911,315.4600,0.773000
0.0912,315.4640,0.773200
0.0913,315.4680,0.773400
0.0914,315.4720,0.773600
0.0915,315.4760,0.773800
0.0916,315.4800,0.774000
0.0917,315.4840,0.774200
0.0918,315.4880,0.774400
0.0919,315.4920,0.774600
0.0920,315.4970,0.774850
0.0921,315.5010,0.775050
0.0922,315.5050,0.775250
0.0923,315.5090,0.775450
0.0924,315.5130,0.775650
0.0925,315.5170,0.775850
0.0926,315.5210,0.776050
