time_s,Tj_K,Zth_KW
0.0849,308.5720,0.428600
0.0850,308.5740,0.428700
0.0851,308.5750,0.428750
0.0852,308.5760,0.428800
0.0853,308.5770,0.428850
0.0854,308.5790,0.428950
0.0855,308.5800,0.429000
0.0856,308.5810,0.429050
0.0857,308.5820,0.429100
0.0858,308.5840,0.429200
0.0859,308.5850,0.429250
0.0860,308.5860,0.429300
0.0861,308.5870,0.429350
0.0862,308.5880,0.429400
0.0863,308.5900,0.429500
0.0864,308.5910,0.429550
0.0865,308.5920,0.429600
0.0866,308.5930,0.429650
0.0867,308.5940,0.429700
0.0868,308.5960,0.429800
0.0869,308.5970,0.429850
0.0870,308.5980,0.429900
0.0871,308.5990,0.429950
0.0872,308.6010,0.430050
0.0873,308.6020,0.430100
0.0874,308.6030,0.430150
0.0875,308.6040,0.430200
0.0876,308.6050,0.430250
0.0877,308.6070,0.430350
0.0878,308.6080,0.430400
0.0879,308.6090,0.430450
0.0880,308.6100,0.430500
0.0881,308.6110,0.430550
0.0882,308.6130,0.430650
0.0883,308.6140,0.430700
0.0884,308.6150,0.430750
0.0885,308.6160,0.430800
0.0886,308.6170,0.430850
0.0887,308.6180,0.430900
0.0888,308.6200,0.431000
0.0889,308.6210,0.431050
0.0890,308.6220,0.431100
0.0891,308.6230,0.431150
0.0892,308.6240,0.431200
0.0893,308.6260,0.431300
0.0894,308.6270,0.431350
0.0895,308.6280,0.431400
0.0896,308.6290,0.431450
0.0897,308.6300,0.431500
0.0898,308.6310,0.431550
0.0899,308.6320,0.431600
0.0900,308.6340,0.431700
0.0901,308.6350,0.431750
0.0902,308.6360,0.431800
0.0903,308.6370,0.431850
0.0904,308.6380,0.431900
0.0905,308.6390,0.431950
0.0906,308.6410,0.432050
0.0907,308.6420,0.432100
0.0908,308.6430,0.432150
0.0909,308.6440,0.432200
0.0910,308.6450,0.432250
0.0911,308.6460,0.432300
0.0912,308.6480,0.432400
0.0913,308.6490,0.432450
0.0914,308.6500,0.432500
0.0915,308.6510,0.432550
